,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,right_hip_ankle_angle,left_hip_ankle_angle,center_spine_x,center_spine_y,target
0,0.4317164123058319,0.5443717241287231,0.4153497815132141,0.5601353645324707,131.87826508299267,147.0414916215814,0.4283346980810165,0.6866788864135742,1
1,0.4305790662765503,0.5424009561538696,0.4147358238697052,0.5589098334312439,135.19755841578748,149.17091037199546,0.4292366951704025,0.6845516860485077,1
2,0.4302921593189239,0.5403996109962463,0.4141531586647033,0.5568116307258606,137.1581250380788,148.93399208928344,0.4295818358659744,0.6825419962406158,1
3,0.4302984178066253,0.5379794836044312,0.4134198129177093,0.5552252531051636,137.67209271099176,150.04883934864912,0.4291581213474273,0.6803624033927917,1
4,0.4302611351013183,0.5362676978111267,0.4127191007137298,0.5544700026512146,137.38752881041287,150.33659083931008,0.4287672787904739,0.678840696811676,1
5,0.430170327425003,0.5353217720985413,0.4123854339122772,0.5539352297782898,137.5843913672511,151.97122867012774,0.4285617619752884,0.6781876981258392,1
6,0.4301053285598755,0.5349165797233582,0.4121565222740173,0.5534557700157166,137.40524342041374,152.07036956593842,0.4284164011478424,0.6779477000236511,1
7,0.430087149143219,0.5348767042160034,0.4121718406677246,0.5533815622329712,137.07464252928273,151.64264768759205,0.4284010380506515,0.6779739558696747,1
8,0.4298941195011139,0.5348483920097351,0.4122317135334015,0.5534759759902954,136.35035344673196,151.10528123086223,0.428415298461914,0.6779381930828094,1
9,0.4297464489936828,0.5348215103149414,0.4125606715679168,0.5535082817077637,136.4284872162534,150.3846035477944,0.4285968840122223,0.6779141426086426,1
10,0.4300473928451538,0.5350012183189392,0.4126726984977722,0.5537702441215515,136.7771633161599,150.28348767742332,0.4286773949861526,0.6780117750167847,1
11,0.4302698671817779,0.5351459980010986,0.4127566218376159,0.5539063811302185,137.15791223290648,150.02197566672297,0.4287558794021606,0.6781046390533447,1
12,0.4302878081798553,0.5355477333068848,0.412820816040039,0.5545056462287903,137.8005594291108,149.9931640019279,0.4288944900035858,0.6783234477043152,1
13,0.4303391277790069,0.5358585715293884,0.4128273129463196,0.5549071431159973,138.02897369957455,150.36117214385953,0.4289874285459518,0.6784600913524628,1
14,0.4303139448165893,0.5361320376396179,0.4129924178123474,0.5549191832542419,138.21226826119877,151.23899772308062,0.4290687888860702,0.6786083281040192,1
15,0.4302194714546203,0.5361714363098145,0.4131995737552643,0.5548434257507324,138.18293260154638,150.8705388274489,0.4292002469301224,0.6786379814147949,1
16,0.4301162958145141,0.5361961722373962,0.4133619666099548,0.5548168420791626,138.03295246705227,150.558074602621,0.4292945265769958,0.6786575019359589,1
17,0.4299445152282715,0.536224901676178,0.4137003719806671,0.5547186732292175,137.8624826416687,150.36130051082282,0.4294824004173279,0.6786600649356842,1
18,0.4297846555709839,0.5362624526023865,0.4138428866863251,0.5547246932983398,138.02988085444613,150.26145434341228,0.4295481294393539,0.678722083568573,1
19,0.4296118319034576,0.5363895893096924,0.4138492941856384,0.554938554763794,137.8263107939485,150.02311555940392,0.4295798540115356,0.6787906885147095,1
20,0.4295580089092254,0.5364271998405457,0.4138732850551605,0.5550362467765808,137.71233173720452,149.7791394184619,0.4296191781759262,0.6788136661052704,1
21,0.4295080006122589,0.5364665985107422,0.4139096438884735,0.5551211833953857,137.66866689143336,149.86019812156783,0.4296455979347229,0.6788404285907745,1
22,0.4295052886009216,0.5365519523620605,0.4139139950275421,0.5551444888114929,138.09103897251646,150.67894815147412,0.4296640455722809,0.6788917779922485,1
23,0.4295199513435364,0.5365813374519348,0.4139514863491058,0.5550857782363892,137.78169894289243,150.69745054604746,0.4296861290931701,0.6789067089557648,1
24,0.4296339154243469,0.5366069674491882,0.4140857458114624,0.5549774169921875,137.86505339516654,150.43650207360005,0.4297247678041458,0.6789081990718842,1
25,0.4296225309371948,0.5366769433021545,0.4142435789108276,0.5549790859222412,137.42202292813676,150.16796485432715,0.4298767447471618,0.6789315342903137,1
26,0.429606944322586,0.5367327332496643,0.4144057631492615,0.5549818873405457,137.24938029909254,150.09971815002947,0.4299886673688888,0.6789512932300568,1
27,0.4296164810657501,0.5371680855751038,0.4147306680679321,0.5549384951591492,136.93622637688176,149.23727269132004,0.430051252245903,0.6792969405651093,1
28,0.4296704828739166,0.5374410152435303,0.4148278832435608,0.5548743605613708,136.9357064283913,148.60009413495433,0.429975762963295,0.6794776618480682,1
29,0.4296132624149322,0.5376142859458923,0.4149225950241089,0.5548452734947205,137.2388416880995,148.84696850797494,0.4299762994050979,0.6796018183231354,1
30,0.4288917183876037,0.5376560688018799,0.4150731265544891,0.5548269748687744,136.58135279104033,147.04344809372398,0.4299847781658172,0.6796250939369202,1
31,0.4284384846687317,0.5376828908920288,0.4151840209960937,0.5547991394996643,135.992912159673,145.84036960587332,0.4299966245889663,0.6796397864818573,1
32,0.4280472099781036,0.5376563668251038,0.415239006280899,0.5546943545341492,135.8999485621409,145.69565962699812,0.4300242513418197,0.6796116232872009,1
33,0.4280059039592743,0.5376689434051514,0.4152438938617706,0.5546727776527405,135.81571700559607,146.24977866726454,0.4301224201917648,0.6795838475227356,1
34,0.4280305802822113,0.5377218723297119,0.4152249991893768,0.5545161962509155,137.02087816199537,148.32078913136175,0.4303939193487167,0.6796121895313263,1
35,0.4280351996421814,0.5377331376075745,0.4151841402053833,0.5545122027397156,137.30816769282615,147.06215579359116,0.4304108917713165,0.6796130537986755,1
36,0.428038477897644,0.5377396941184998,0.4151402413845062,0.5545081496238708,136.6678385174868,146.30959453387197,0.4304287284612655,0.6796082854270935,1
37,0.4280506372451782,0.5377575159072876,0.4151006937026977,0.5543526411056519,136.47309996194144,146.15511815988364,0.43040232360363,0.6796472072601318,1
38,0.4280468225479126,0.5377798676490784,0.4150740206241607,0.5541830062866211,136.489614110875,145.56415072666894,0.4303237199783325,0.6797309815883636,1
39,0.4280374944210052,0.5378094911575317,0.4150630831718445,0.5541368126869202,135.90614504506706,144.94758551037933,0.4301553517580032,0.6798027157783508,1
40,0.4280027151107788,0.5380203127861023,0.4151251018047333,0.5540961623191833,135.24342644930468,144.57785141800662,0.4300780743360519,0.6799843609333038,1
41,0.4279795289039612,0.538178563117981,0.4151605367660522,0.5540658831596375,134.71510939473202,144.19815258439712,0.4300057888031006,0.6801289021968842,1
42,0.4280189573764801,0.5382899045944214,0.4151828587055206,0.5539557337760925,134.53684717483,143.96007226186563,0.429965928196907,0.6802197098731995,1
43,0.4280502200126648,0.5383709073066711,0.4152455031871795,0.5538930892944336,134.383080702841,143.75310482886388,0.4299200773239136,0.6802978217601776,1
