left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,right_hip_ankle_angle,left_hip_ankle_angle,center_spine_x,center_spine_y
0.4317164123058319,0.5443717241287231,0.4153497815132141,0.5601353645324707,131.87826508299267,147.0414916215814,0.42833469808101654,0.6866788864135742
0.4305790662765503,0.5424009561538696,0.4147358238697052,0.5589098334312439,135.19755841578748,149.17091037199546,0.4292366951704025,0.6845516860485077
0.43029215931892395,0.5403996109962463,0.41415315866470337,0.5568116307258606,137.1581250380788,148.93399208928344,0.4295818358659744,0.6825419962406158
0.43029841780662537,0.5379794836044312,0.41341981291770935,0.5552252531051636,137.67209271099176,150.04883934864912,0.42915812134742737,0.6803624033927917
0.43026113510131836,0.5362676978111267,0.41271910071372986,0.5544700026512146,137.38752881041287,150.33659083931008,0.42876727879047394,0.678840696811676
0.43017032742500305,0.5353217720985413,0.4123854339122772,0.5539352297782898,137.5843913672511,151.97122867012774,0.4285617619752884,0.6781876981258392
0.4301053285598755,0.5349165797233582,0.41215652227401733,0.5534557700157166,137.40524342041374,152.07036956593842,0.4284164011478424,0.6779477000236511
0.430087149143219,0.5348767042160034,0.4121718406677246,0.5533815622329712,137.07464252928273,151.64264768759205,0.42840103805065155,0.6779739558696747
0.4298941195011139,0.5348483920097351,0.4122317135334015,0.5534759759902954,136.35035344673196,151.10528123086223,0.42841529846191406,0.6779381930828094
0.42974644899368286,0.5348215103149414,0.41256067156791687,0.5535082817077637,136.4284872162534,150.3846035477944,0.4285968840122223,0.6779141426086426
0.4300473928451538,0.5350012183189392,0.4126726984977722,0.5537702441215515,136.7771633161599,150.28348767742332,0.42867739498615265,0.6780117750167847
0.43026986718177795,0.5351459980010986,0.41275662183761597,0.5539063811302185,137.15791223290648,150.02197566672297,0.42875587940216064,0.6781046390533447
0.43028780817985535,0.5355477333068848,0.41282081604003906,0.5545056462287903,137.8005594291108,149.9931640019279,0.4288944900035858,0.6783234477043152
0.43033912777900696,0.5358585715293884,0.4128273129463196,0.5549071431159973,138.02897369957455,150.36117214385953,0.42898742854595184,0.6784600913524628
0.43031394481658936,0.5361320376396179,0.4129924178123474,0.5549191832542419,138.21226826119877,151.23899772308062,0.42906878888607025,0.6786083281040192
0.43021947145462036,0.5361714363098145,0.4131995737552643,0.5548434257507324,138.18293260154638,150.8705388274489,0.4292002469301224,0.6786379814147949
0.43011629581451416,0.5361961722373962,0.41336196660995483,0.5548168420791626,138.03295246705227,150.558074602621,0.42929452657699585,0.6786575019359589
0.4299445152282715,0.536224901676178,0.4137003719806671,0.5547186732292175,137.8624826416687,150.36130051082282,0.4294824004173279,0.6786600649356842
0.4297846555709839,0.5362624526023865,0.4138428866863251,0.5547246932983398,138.02988085444613,150.26145434341228,0.42954812943935394,0.678722083568573
0.42961183190345764,0.5363895893096924,0.4138492941856384,0.554938554763794,137.82631079394847,150.02311555940392,0.42957985401153564,0.6787906885147095
0.42955800890922546,0.5364271998405457,0.4138732850551605,0.5550362467765808,137.71233173720452,149.7791394184619,0.4296191781759262,0.6788136661052704
0.4295080006122589,0.5364665985107422,0.4139096438884735,0.5551211833953857,137.66866689143336,149.86019812156783,0.4296455979347229,0.6788404285907745
0.42950528860092163,0.5365519523620605,0.4139139950275421,0.5551444888114929,138.09103897251646,150.67894815147412,0.4296640455722809,0.6788917779922485
0.4295199513435364,0.5365813374519348,0.41395148634910583,0.5550857782363892,137.78169894289243,150.69745054604746,0.42968612909317017,0.6789067089557648
0.4296339154243469,0.5366069674491882,0.4140857458114624,0.5549774169921875,137.86505339516654,150.43650207360005,0.4297247678041458,0.6789081990718842
0.4296225309371948,0.5366769433021545,0.41424357891082764,0.5549790859222412,137.42202292813676,150.16796485432715,0.42987674474716187,0.6789315342903137
0.42960694432258606,0.5367327332496643,0.4144057631492615,0.5549818873405457,137.24938029909254,150.09971815002947,0.42998866736888885,0.6789512932300568
0.4296164810657501,0.5371680855751038,0.41473066806793213,0.5549384951591492,136.93622637688176,149.23727269132004,0.430051252245903,0.6792969405651093
0.4296704828739166,0.5374410152435303,0.4148278832435608,0.5548743605613708,136.9357064283913,148.60009413495433,0.429975762963295,0.6794776618480682
0.42961326241493225,0.5376142859458923,0.4149225950241089,0.5548452734947205,137.2388416880995,148.84696850797494,0.42997629940509796,0.6796018183231354
0.42889171838760376,0.5376560688018799,0.41507312655448914,0.5548269748687744,136.58135279104033,147.04344809372398,0.42998477816581726,0.6796250939369202
0.4284384846687317,0.5376828908920288,0.41518402099609375,0.5547991394996643,135.992912159673,145.84036960587332,0.42999662458896637,0.6796397864818573
0.42804720997810364,0.5376563668251038,0.41523900628089905,0.5546943545341492,135.8999485621409,145.69565962699812,0.43002425134181976,0.6796116232872009
0.4280059039592743,0.5376689434051514,0.41524389386177063,0.5546727776527405,135.81571700559607,146.24977866726454,0.43012242019176483,0.6795838475227356
0.4280305802822113,0.5377218723297119,0.41522499918937683,0.5545161962509155,137.02087816199537,148.32078913136175,0.43039391934871674,0.6796121895313263
0.4280351996421814,0.5377331376075745,0.4151841402053833,0.5545122027397156,137.30816769282615,147.06215579359116,0.43041089177131653,0.6796130537986755
0.42803847789764404,0.5377396941184998,0.4151402413845062,0.5545081496238708,136.6678385174868,146.30959453387197,0.43042872846126556,0.6796082854270935
0.4280506372451782,0.5377575159072876,0.41510069370269775,0.5543526411056519,136.47309996194144,146.15511815988364,0.43040232360363007,0.6796472072601318
0.4280468225479126,0.5377798676490784,0.41507402062416077,0.5541830062866211,136.489614110875,145.56415072666894,0.4303237199783325,0.6797309815883636
0.42803749442100525,0.5378094911575317,0.4150630831718445,0.5541368126869202,135.90614504506706,144.94758551037933,0.43015535175800323,0.6798027157783508
0.4280027151107788,0.5380203127861023,0.4151251018047333,0.5540961623191833,135.24342644930468,144.57785141800662,0.43007807433605194,0.6799843609333038
0.4279795289039612,0.538178563117981,0.41516053676605225,0.5540658831596375,134.71510939473202,144.19815258439712,0.4300057888031006,0.6801289021968842
0.4280189573764801,0.5382899045944214,0.41518285870552063,0.5539557337760925,134.53684717483,143.96007226186563,0.42996592819690704,0.6802197098731995
0.4280502200126648,0.5383709073066711,0.41524550318717957,0.5538930892944336,134.383080702841,143.75310482886388,0.4299200773239136,0.6802978217601776
0.4280952215194702,0.5384809970855713,0.41532790660858154,0.5538073182106018,134.6159338122426,143.97127381691584,0.4299221932888031,0.6804812550544739
0.4281196594238281,0.5386414527893066,0.41567733883857727,0.5537140369415283,134.43673291914692,143.86896766807385,0.4300989657640457,0.6807104349136353
0.4281454086303711,0.5387428998947144,0.41596588492393494,0.5535853505134583,134.36914923407284,143.80830248347488,0.43024246394634247,0.6808477342128754
0.4281603991985321,0.5387585759162903,0.4160505533218384,0.5535768866539001,134.1752637630703,143.70252431525944,0.4302899092435837,0.6808598339557648
0.428212434053421,0.5387707352638245,0.41612663865089417,0.553659200668335,133.43865158402258,143.64073357444047,0.4303571283817291,0.6808373630046844
0.42839115858078003,0.5388396382331848,0.4163063168525696,0.5537872314453125,133.24566065901328,143.27321543439297,0.43048717081546783,0.6808737814426422
0.42874112725257874,0.5388516187667847,0.4164561331272125,0.5543599128723145,133.13075939432508,143.3831674381822,0.4307314604520798,0.6807454228401184
0.4289795160293579,0.5388630628585815,0.4166090190410614,0.5547868609428406,133.45125494125026,143.40019528741092,0.4309307932853699,0.6806853711605072
0.4290961027145386,0.5388728976249695,0.4167361557483673,0.5551397204399109,133.94828863189989,143.579592022752,0.43106943368911743,0.6806268393993378
0.42954376339912415,0.5387294888496399,0.416852742433548,0.5551853775978088,134.93195990173427,143.87993056738742,0.4311264753341675,0.6805016994476318
0.42990192770957947,0.5380685329437256,0.4170680344104767,0.5551809072494507,135.36168941155324,143.7052052593374,0.4311963617801666,0.6800152957439423
0.4299813210964203,0.5372015833854675,0.417811781167984,0.5550987720489502,135.28596386272818,143.80440209124248,0.4316161274909973,0.6793983578681946
0.430062860250473,0.5365461707115173,0.4183197617530823,0.5550188422203064,135.21800874424142,143.6622447330889,0.43188677728176117,0.6789451241493225
0.4300821125507355,0.5360968708992004,0.4188140332698822,0.5547982454299927,135.5554923067347,143.49435200132493,0.4322248548269272,0.6786271631717682
0.4301947355270386,0.5354791283607483,0.41918620467185974,0.5544935464859009,135.45193624859064,142.56810261136258,0.43241120874881744,0.6782912909984589
0.4302561581134796,0.534995973110199,0.41954997181892395,0.554345965385437,135.90513035024486,144.13612709507146,0.43263058364391327,0.6780561804771423
0.4306846559047699,0.5349829196929932,0.41967323422431946,0.5542603731155396,136.776087303137,145.4494608554773,0.4327763617038727,0.6782578825950623
