left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,right_hip_ankle_angle,left_hip_ankle_angle,center_spine_x,center_spine_y
0.5710775256156921,0.505621612071991,0.4375787079334259,0.5026808977127075,169.2817988311668,170.33875638442595,0.4485876262187958,0.6427257359027863
0.5673083066940308,0.5131384134292603,0.42732036113739014,0.5048394799232483,170.6211772141476,171.09005492107886,0.4401402473449707,0.6551401615142822
0.5685303807258606,0.5143024921417236,0.42998722195625305,0.5077114105224609,172.74351957835162,172.41212677335858,0.44125865399837494,0.6625884473323822
0.5682106018066406,0.512184202671051,0.42918744683265686,0.5067120790481567,173.13040904740632,171.5534009294002,0.4393743425607681,0.6658636629581451
0.5685029625892639,0.5103982090950012,0.4287903904914856,0.507821261882782,172.5490316663204,171.04218665419586,0.43963322043418884,0.6659089028835297
0.5686487555503845,0.5088273882865906,0.4280676245689392,0.5070305466651917,172.59810965015456,172.06878537860257,0.43927915394306183,0.6650407910346985
0.5688295960426331,0.5077596306800842,0.42933109402656555,0.5050986409187317,173.0753915112385,171.26088035652413,0.4395347684621811,0.6638250052928925
0.5694074630737305,0.5066258311271667,0.4301989674568176,0.5039490461349487,173.4065928029772,170.98895398894646,0.43946021795272827,0.6639685332775116
0.5691632032394409,0.5075453519821167,0.428832471370697,0.5042737126350403,172.68364708706474,171.16249009838,0.43905359506607056,0.6649779081344604
0.5690896511077881,0.5078275203704834,0.4282847046852112,0.5040056109428406,172.59242761057615,171.06048716591948,0.43858395516872406,0.6683564484119415
0.5690685510635376,0.5084512829780579,0.4280742108821869,0.5036121606826782,172.96669518055438,170.39614716418023,0.437954381108284,0.6686623990535736
0.5686767101287842,0.5089349150657654,0.42756927013397217,0.5039543509483337,172.81293244968242,170.20141279278377,0.4377171993255615,0.6696974039077759
0.5684829354286194,0.5088663697242737,0.4274241626262665,0.5037219524383545,172.9049491908778,170.16542049552908,0.437458872795105,0.6691350042819977
0.5683976411819458,0.5085856318473816,0.42794445157051086,0.5034873485565186,173.0416378194131,170.4146353048456,0.4378763735294342,0.6684051156044006
